time,step-size,{FMU-Dummy}.FMU-DummyInstance.cbp,{FMU-Dummy}.FMU-DummyInstance.cip,{FMU-Dummy}.FMU-DummyInstance.crp,{FMU-Plant}.FMU-PlantInstance.cbp,{FMU-Plant}.FMU-PlantInstance.cip,{FMU-Plant}.FMU-PlantInstance.crp
0.0,0.0,false,0,0.0,false,0,0.0
0.1,0.1,false,-10,0.0,true,1,0.1
0.2,0.1,false,-10,0.0,true,-9,0.1
0.30000000000000004,0.1,false,-10,0.0,true,-9,0.1
0.4,0.1,false,-10,0.0,true,-9,0.1
0.5,0.1,false,-10,0.0,true,-9,0.1
0.6,0.1,false,-10,0.0,true,-9,0.1
0.7,0.1,false,-10,0.0,true,-9,0.1
0.7999999999999999,0.1,false,-10,0.0,true,-9,0.1
0.8999999999999999,0.1,false,-10,0.0,true,-9,0.1
0.9999999999999999,0.1,false,-10,0.0,true,-9,0.1
1.0999999999999999,0.1,false,-10,0.0,true,-9,0.1
1.2,0.1,false,-10,0.0,true,-9,0.1
1.3,0.1,false,-10,0.0,true,-9,0.1
1.4000000000000001,0.1,false,-10,0.0,true,-9,0.1
1.5000000000000002,0.1,false,-10,0.0,true,-9,0.1
1.6000000000000003,0.1,false,-10,0.0,true,-9,0.1
1.7000000000000004,0.1,false,-10,0.0,true,-9,0.1
1.8000000000000005,0.1,false,-10,0.0,true,-9,0.1
1.9000000000000006,0.1,false,-10,0.0,true,-9,0.1
2.0000000000000004,0.1,false,-10,0.0,true,-9,0.1
2.1000000000000005,0.1,false,-10,0.0,true,-9,0.1
2.2000000000000006,0.1,false,-10,0.0,true,-9,0.1
2.3000000000000007,0.1,false,-10,0.0,true,-9,0.1
2.400000000000001,0.1,false,-10,0.0,true,-9,0.1
2.500000000000001,0.1,false,-10,0.0,true,-9,0.1
2.600000000000001,0.1,false,-10,0.0,true,-9,0.1
2.700000000000001,0.1,false,-10,0.0,true,-9,0.1
2.800000000000001,0.1,false,-10,0.0,true,-9,0.1
2.9000000000000012,0.1,false,-10,0.0,true,-9,0.1
3.0000000000000013,0.1,false,-10,0.0,true,-9,0.1
3.1000000000000014,0.1,false,-10,0.0,true,-9,0.1
3.2000000000000015,0.1,false,-10,0.0,true,-9,0.1
3.3000000000000016,0.1,false,-10,0.0,true,-9,0.1
3.4000000000000017,0.1,false,-10,0.0,true,-9,0.1
3.5000000000000018,0.1,false,-10,0.0,true,-9,0.1
3.600000000000002,0.1,false,-10,0.0,true,-9,0.1
3.700000000000002,0.1,false,-10,0.0,true,-9,0.1
3.800000000000002,0.1,false,-10,0.0,true,-9,0.1
3.900000000000002,0.1,false,-10,0.0,true,-9,0.1
4.000000000000002,0.1,false,-10,0.0,true,-9,0.1
4.100000000000001,0.1,false,-10,0.0,true,-9,0.1
4.200000000000001,0.1,false,-10,0.0,true,-9,0.1
4.300000000000001,0.1,false,-10,0.0,true,-9,0.1
4.4,0.1,false,-10,0.0,true,-9,0.1
4.5,0.1,false,-10,0.0,true,-9,0.1
4.6,0.1,false,-10,0.0,true,-9,0.1
4.699999999999999,0.1,false,-10,0.0,true,-9,0.1
4.799999999999999,0.1,false,-10,0.0,true,-9,0.1
4.899999999999999,0.1,false,-10,0.0,true,-9,0.1
4.999999999999998,0.1,false,-10,0.0,true,-9,0.1
5.099999999999998,0.1,false,-10,0.0,true,-9,0.1
5.1999999999999975,0.1,false,-10,0.0,true,-9,0.1
5.299999999999997,0.1,false,-10,0.0,true,-9,0.1
5.399999999999997,0.1,false,-10,0.0,true,-9,0.1
5.4999999999999964,0.1,false,-10,0.0,true,-9,0.1
5.599999999999996,0.1,false,-10,0.0,true,-9,0.1
5.699999999999996,0.1,false,-10,0.0,true,-9,0.1
5.799999999999995,0.1,false,-10,0.0,true,-9,0.1
5.899999999999995,0.1,false,-10,0.0,true,-9,0.1
5.999999999999995,0.1,false,-10,0.0,true,-9,0.1
6.099999999999994,0.1,false,-10,0.0,true,-9,0.1
6.199999999999994,0.1,false,-10,0.0,true,-9,0.1
6.299999999999994,0.1,false,-10,0.0,true,-9,0.1
6.399999999999993,0.1,false,-10,0.0,true,-9,0.1
6.499999999999993,0.1,false,-10,0.0,true,-9,0.1
6.5999999999999925,0.1,false,-10,0.0,true,-9,0.1
6.699999999999992,0.1,false,-10,0.0,true,-9,0.1
6.799999999999992,0.1,false,-10,0.0,true,-9,0.1
6.8999999999999915,0.1,false,-10,0.0,true,-9,0.1
6.999999999999991,0.1,false,-10,0.0,true,-9,0.1
7.099999999999991,0.1,false,-10,0.0,true,-9,0.1
7.19999999999999,0.1,false,-10,0.0,true,-9,0.1
7.29999999999999,0.1,false,-10,0.0,true,-9,0.1
7.39999999999999,0.1,false,-10,0.0,true,-9,0.1
7.499999999999989,0.1,false,-10,0.0,true,-9,0.1
7.599999999999989,0.1,false,-10,0.0,true,-9,0.1
7.699999999999989,0.1,false,-10,0.0,true,-9,0.1
7.799999999999988,0.1,false,-10,0.0,true,-9,0.1
7.899999999999988,0.1,false,-10,0.0,true,-9,0.1
7.999999999999988,0.1,false,-10,0.0,true,-9,0.1
8.099999999999987,0.1,false,-10,0.0,true,-9,0.1
8.199999999999987,0.1,false,-10,0.0,true,-9,0.1
8.299999999999986,0.1,false,-10,0.0,true,-9,0.1
8.399999999999986,0.1,false,-10,0.0,true,-9,0.1
8.499999999999986,0.1,false,-10,0.0,true,-9,0.1
8.599999999999985,0.1,false,-10,0.0,true,-9,0.1
8.699999999999985,0.1,false,-10,0.0,true,-9,0.1
8.799999999999985,0.1,false,-10,0.0,true,-9,0.1
8.899999999999984,0.1,false,-10,0.0,true,-9,0.1
8.999999999999984,0.1,false,-10,0.0,true,-9,0.1
9.099999999999984,0.1,false,-10,0.0,true,-9,0.1
9.199999999999983,0.1,false,-10,0.0,true,-9,0.1
9.299999999999983,0.1,false,-10,0.0,true,-9,0.1
9.399999999999983,0.1,false,-10,0.0,true,-9,0.1
9.499999999999982,0.1,false,-10,0.0,true,-9,0.1
9.599999999999982,0.1,false,-10,0.0,true,-9,0.1
9.699999999999982,0.1,false,-10,0.0,true,-9,0.1
9.799999999999981,0.1,false,-10,0.0,true,-9,0.1
9.89999999999998,0.1,false,-10,0.0,true,-9,0.1
9.99999999999998,0.1,false,-10,0.0,true,-9,0.1
